date,Acre,Alagoas,Amapá,Amazonas,Bahia,Ceará,Distrito Federal,Espirito Santo,Goias,Maranhão,Mato Grosso,Mato Grosso do Sul,Minas Gerais,Pará,Paraíba,Paraná,Pernambuco,Piauí,Rio de Janeiro,Rio Grande do Norte,Rio Grande do Sul,Rondônia,Roraima,Santa Catarina,São Paulo,Sergipe,Tocantins,TOTAL
2022-09-04,0,0,0,3,5,5,0,0,24,0,5,9,9,6,0,0,6,0,23,8,1,0,0,20,84,3,1,212
2022-09-05,0,0,0,7,1,5,6,0,20,0,0,0,17,0,0,0,0,3,0,0,8,0,0,2,47,0,0,116
2022-09-06,0,0,0,0,0,0,0,0,32,2,3,2,5,1,0,0,1,0,57,3,3,0,1,7,50,0,0,167
2022-09-07,0,1,1,0,6,0,0,0,0,0,0,3,0,1,0,0,0,0,11,0,0,0,0,11,0,0,0,34
2022-09-08,0,0,0,0,2,22,9,0,13,0,0,7,4,0,4,0,8,0,5,5,2,0,0,5,40,0,0,126
2022-09-09,0,0,0,0,0,0,0,3,9,0,0,0,10,0,0,0,4,0,16,0,2,0,0,13,62,0,0,119
2022-09-10,0,0,1,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,43
2022-09-11,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,8,0,0,0,18
2022-09-12,0,0,0,8,6,0,9,1,3,0,0,0,20,0,0,0,0,0,33,0,12,0,2,3,0,0,0,97
2022-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
